title,score,score_phrase,platform,genre,release_year,release_month,average_yearscore,average_platform_score,average_genre_score,platform_code,score_phrase_code,genre_code,ReleaseQuarter
Fez,9.5,Amazing,PlayStation 4,Platformer,2013,5,7.4604885,7.6635379,7.1865128,33,9,63.0,Q2
Final Fantasy III (SNES),9.5,Amazing,Wii,RPG,2011,7,7.0503262,6.2992679,7.5714286,46,9,75.0,Q3
Final Fantasy VII,9.5,Amazing,PlayStation,RPG,1997,9,6.5663415,6.582458,7.5714286,30,9,75.0,Q3
Final Fantasy X,9.5,Amazing,PlayStation 2,RPG,2001,12,7.1204942,6.866548,7.5714286,31,9,75.0,Q4
Final Fantasy X-2,9.5,Amazing,PlayStation 2,RPG,2003,11,7.1982456,6.866548,7.5714286,31,9,75.0,Q4
Final Fantasy XII,9.5,Amazing,PlayStation 2,RPG,2006,10,6.7328642,6.866548,7.5714286,31,9,75.0,Q4
Final Fantasy XII (Collector's Edition),9.5,Amazing,PlayStation 2,RPG,2006,10,6.7328642,6.866548,7.5714286,31,9,75.0,Q4
Fire Emblem,9.5,Amazing,Game Boy Advance,"Strategy, RPG",2003,11,7.1982456,6.6266453,7.8545455,9,9,106.0,Q4
Fire Emblem Fates: Conquest,9.5,Amazing,Nintendo 3DS,"Strategy, RPG",2016,2,7.5734513,7.3191111,7.8545455,23,9,106.0,Q1
Fire Emblem Fates: Revelation,9.5,Amazing,Nintendo 3DS,"Strategy, RPG",2016,2,7.5734513,7.3191111,7.8545455,23,9,106.0,Q1
Flower,9.5,Amazing,PlayStation 4,Action,2013,11,7.4604885,7.6635379,6.626679,33,9,0.0,Q4
Forza Horizon 3,9.5,Amazing,Xbox One,Racing,2016,9,7.5734513,7.6557692,6.7306189,55,9,80.0,Q3
Forza Motorsport,9.5,Amazing,Xbox,"Racing, Simulation",2005,5,7.2224265,7.2056029,8.272,53,9,85.0,Q2
Forza Motorsport 4,9.5,Amazing,Xbox 360,Racing,2011,10,7.0503262,7.1053342,6.7306189,54,9,80.0,Q4
Gears of War 2,9.5,Amazing,Xbox 360,Shooter,2008,11,6.4481462,7.1053342,7.1278882,54,9,86.0,Q4
Gears of War 2 (Limited Edition),9.5,Amazing,Xbox 360,Shooter,2008,11,6.4481462,7.1053342,7.1278882,54,9,86.0,Q4
Gesundheit,9.5,Amazing,iPhone,"Puzzle, Action",2011,8,7.0503262,7.2880048,7.1255,57,9,69.0,Q3
God of War: Ghost of Sparta,9.5,Amazing,PlayStation Portable,"Action, Adventure",2010,10,6.9328687,6.7484992,7.3718954,34,9,1.0,Q4
Gone Home,9.5,Amazing,Macintosh,Simulation,2013,8,7.4604885,8.1209877,6.8589065,16,9,91.0,Q3
Gone Home,9.5,Amazing,Xbox One,Simulation,2013,8,7.4604885,7.6557692,6.8589065,55,9,91.0,Q3
Gone Home,9.5,Amazing,PC,Simulation,2013,8,7.4604885,7.1473591,6.8589065,29,9,91.0,Q3
Gone Home,9.5,Amazing,Linux,Simulation,2013,8,7.4604885,7.61,6.8589065,14,9,91.0,Q3
Gone Home,9.5,Amazing,PlayStation 4,Simulation,2013,8,7.4604885,7.6635379,6.8589065,33,9,91.0,Q3
Gran Turismo 4,9.5,Amazing,PlayStation 2,Racing,2005,2,7.2224265,6.866548,6.7306189,31,9,80.0,Q1
Gran Turismo [1998],9.5,Amazing,PlayStation,Racing,1998,8,6.9306785,6.582458,6.7306189,30,9,80.0,Q3
Grand Theft Auto: Chinatown Wars,9.5,Amazing,Nintendo DS,Action,2009,3,6.8403675,6.2869856,6.626679,26,9,0.0,Q1
Grand Theft Auto: San Andreas,9.5,Amazing,Xbox,"Action, Adventure",2005,6,7.2224265,7.2056029,7.3718954,53,9,1.0,Q2
Great Big War Game,9.5,Amazing,iPhone,Strategy,2012,7,7.4183267,7.2880048,7.2460317,57,9,104.0,Q3
Groove Coaster,9.5,Amazing,iPhone,"Music, Action",2011,7,7.0503262,7.2880048,7.6641026,57,9,52.0,Q3
Guitar Hero II (Game Only Edition),9.5,Amazing,PlayStation 2,Music,2006,11,6.7328642,6.866548,6.8940701,31,9,51.0,Q4
Half-Life,9.5,Amazing,PC,Shooter,1998,11,6.9306785,7.1473591,7.1278882,29,9,86.0,Q4
Halo 3,9.5,Amazing,Xbox 360,Shooter,2007,9,6.6325466,7.1053342,7.1278882,54,9,86.0,Q3
Halo 3 (Collector's Edition),9.5,Amazing,Xbox 360,Shooter,2007,9,6.6325466,7.1053342,7.1278882,54,9,86.0,Q3
Halo 3 (Legendary Edition),9.5,Amazing,Xbox 360,Shooter,2007,9,6.6325466,7.1053342,7.1278882,54,9,86.0,Q3
Halo: Reach,9.5,Amazing,Xbox 360,Shooter,2010,9,6.9328687,7.1053342,7.1278882,54,9,86.0,Q3
Halo: Reach (Legendary Edition),9.5,Amazing,Xbox 360,Shooter,2010,9,6.9328687,7.1053342,7.1278882,54,9,86.0,Q3
Halo: Reach (Limited Edition),9.5,Amazing,Xbox 360,Shooter,2010,9,6.9328687,7.1053342,7.1278882,54,9,86.0,Q3
Homeworld,9.5,Amazing,PC,Strategy,1999,10,6.9834839,7.1473591,7.2460317,29,9,104.0,Q4
Jak II,9.5,Amazing,PlayStation 2,Platformer,2003,10,7.1982456,6.866548,7.1865128,31,9,63.0,Q4
Joe Danger,9.5,Amazing,PlayStation 3,Action,2010,6,6.9328687,7.1891593,6.626679,32,9,0.0,Q2
Joe Danger: Special Edition,9.5,Amazing,Xbox 360,Action,2011,12,7.0503262,7.1053342,6.626679,54,9,0.0,Q4
Kirby's Adventure,9.5,Amazing,Wii,Platformer,2007,2,6.6325466,6.2992679,7.1865128,46,9,63.0,Q1
Kirby's Adventure,9.5,Amazing,NES,Platformer,2007,2,6.6325466,6.6102041,7.1865128,19,9,63.0,Q1
Lemonade Tycoon,9.5,Amazing,Wireless,Simulation,2003,5,7.1982456,7.1773626,6.8589065,50,9,91.0,Q2
LittleBigPlanet,9.5,Amazing,PlayStation 3,Platformer,2008,10,6.4481462,7.1891593,7.1865128,32,9,63.0,Q4
LittleBigPlanet (Game of the Year Edition),9.5,Amazing,PlayStation 3,Platformer,2009,9,6.8403675,7.1891593,7.1865128,32,9,63.0,Q3
Madden NFL 2004,9.5,Amazing,PlayStation 2,Sports,2003,8,7.1982456,6.866548,7.0252088,31,9,93.0,Q3
Madden NFL 2005,9.5,Amazing,Xbox,Sports,2004,8,7.1707121,7.2056029,7.0252088,53,9,93.0,Q3
Madden NFL 2005,9.5,Amazing,PlayStation 2,Sports,2004,8,7.1707121,6.866548,7.0252088,31,9,93.0,Q3
Madden NFL 2005,9.5,Amazing,PC,"Sports, Simulation",2004,9,7.1707121,7.1473591,7.7954545,29,9,103.0,Q3
Madden NFL 2005 (Collector's Edition),9.5,Amazing,PlayStation 2,Sports,2004,8,7.1707121,6.866548,7.0252088,31,9,93.0,Q3
Mafia Wars: Yakuza,9.5,Amazing,Wireless,Action,2006,11,6.7328642,7.1773626,6.626679,50,9,0.0,Q4
Mario & Luigi: Bowser's Inside Story,9.5,Amazing,Nintendo DS,"Action, RPG",2009,9,6.8403675,6.2869856,7.4648485,26,9,6.0,Q3
Mario Golf: Advance Tour,9.5,Amazing,Game Boy Advance,"Sports, Action",2004,6,7.1707121,6.6266453,7.097449,9,9,94.0,Q2
Mario Kart DS,9.5,Amazing,Nintendo DS,Racing,2005,11,7.2224265,6.2869856,6.7306189,26,9,80.0,Q4
Mario Kart Super Circuit,9.5,Amazing,Game Boy Advance,"Racing, Action",2001,8,7.1204942,6.6266453,6.5871429,9,9,81.0,Q3
Mass Effect 2,9.5,Amazing,PlayStation 3,RPG,2011,1,7.0503262,7.1891593,7.5714286,32,9,75.0,Q1
Mass Effect 2: Lair of the Shadow Broker,9.5,Amazing,Xbox 360,RPG,2010,9,6.9328687,7.1053342,7.5714286,54,9,75.0,Q3
Mass Effect 2: Lair of the Shadow Broker,9.5,Amazing,PC,RPG,2010,9,6.9328687,7.1473591,7.5714286,29,9,75.0,Q3
Mass Effect 3,9.5,Amazing,PC,RPG,2012,3,7.4183267,7.1473591,7.5714286,29,9,75.0,Q1
Mass Effect 3,9.5,Amazing,Xbox 360,RPG,2012,3,7.4183267,7.1053342,7.5714286,54,9,75.0,Q1
Mass Effect 3,9.5,Amazing,PlayStation 3,RPG,2012,3,7.4183267,7.1891593,7.5714286,32,9,75.0,Q1
Mass Effect 3 (Special Edition),9.5,Amazing,Wii U,RPG,2012,11,7.4183267,7.4657895,7.5714286,47,9,75.0,Q4
Mega Man 2,9.5,Amazing,Wii,Action,2008,9,6.4481462,6.2992679,6.626679,46,9,0.0,Q3
Mega Man 3,9.5,Amazing,NES,Action,2008,11,6.4481462,6.6102041,6.626679,19,9,0.0,Q4
Mega Man 3,9.5,Amazing,Wii,Action,2008,11,6.4481462,6.2992679,6.626679,46,9,0.0,Q4
Metal Gear Solid: Peace Walker,9.5,Amazing,PlayStation Portable,Action,2010,6,6.9328687,6.7484992,6.626679,34,9,0.0,Q2
Metal Gear Solid: Peace Walker (Limited Edition),9.5,Amazing,PlayStation Portable,Action,2010,6,6.9328687,6.7484992,6.626679,34,9,0.0,Q2
Metroid Fusion,9.5,Amazing,Game Boy Advance,"Action, Adventure",2002,11,6.9785256,6.6266453,7.3718954,9,9,1.0,Q4
Metroid Prime 2: Echoes,9.5,Amazing,GameCube,"Action, Adventure",2004,11,7.1707121,7.0424361,7.3718954,12,9,1.0,Q4
Metroid Prime 3: Corruption,9.5,Amazing,Wii,"Action, Adventure",2007,8,6.6325466,6.2992679,7.3718954,46,9,1.0,Q3
Metroid Prime Trilogy,9.5,Amazing,Wii,Compilation,2009,8,6.8403675,6.2992679,7.1,46,9,26.0,Q3
Minecraft,9.5,Amazing,PlayStation 3,Action,2014,1,7.4675978,7.1891593,6.626679,32,9,0.0,Q1
Minecraft,9.5,Amazing,PlayStation Vita,Action,2014,1,7.4675978,7.3948387,6.626679,35,9,0.0,Q1
NBA 2K11,9.5,Amazing,PlayStation 3,Sports,2010,10,6.9328687,7.1891593,7.0252088,32,9,93.0,Q4
NBA 2K11,9.5,Amazing,Xbox 360,Sports,2010,10,6.9328687,7.1053342,7.0252088,54,9,93.0,Q4
NBA 2K12,9.5,Amazing,Xbox 360,Sports,2011,9,7.0503262,7.1053342,7.0252088,54,9,93.0,Q3
NBA 2K12,9.5,Amazing,PlayStation 3,Sports,2011,9,7.0503262,7.1891593,7.0252088,32,9,93.0,Q3
NFL 2K1,9.5,Amazing,Dreamcast,Sports,2000,9,6.6935885,7.3702797,7.0252088,6,9,93.0,Q3
New Super Mario Bros.,9.5,Amazing,Nintendo DS,Platformer,2006,5,6.7328642,6.2869856,7.1865128,26,9,63.0,Q2
Odin Sphere Leifthrasir,9.5,Amazing,PlayStation 4,RPG,2016,6,7.5734513,7.6635379,7.5714286,33,9,75.0,Q2
Odin Sphere Leifthrasir,9.5,Amazing,PlayStation Vita,RPG,2016,6,7.5734513,7.3948387,7.5714286,35,9,75.0,Q2
Patapon 2,9.5,Amazing,PlayStation Portable,Action,2009,4,6.8403675,6.7484992,6.626679,34,9,0.0,Q2
Pokemon Ruby Version,9.5,Amazing,Game Boy Advance,RPG,2003,3,7.1982456,6.6266453,7.5714286,9,9,75.0,Q1
Pokemon Sapphire Version,9.5,Amazing,Game Boy Advance,RPG,2003,3,7.1982456,6.6266453,7.5714286,9,9,75.0,Q1
Portal 2,9.5,Amazing,PC,Shooter,2011,4,7.0503262,7.1473591,7.1278882,29,9,86.0,Q2
Portal 2,9.5,Amazing,Xbox 360,Shooter,2011,4,7.0503262,7.1053342,7.1278882,54,9,86.0,Q2
Portal 2,9.5,Amazing,PlayStation 3,Shooter,2011,4,7.0503262,7.1891593,7.1278882,32,9,86.0,Q2
Prince of Persia: The Sands of Time,9.5,Amazing,Wireless,Platformer,2004,4,7.1707121,7.1773626,7.1865128,50,9,63.0,Q2
Pro Evolution Soccer 2016,9.5,Amazing,PlayStation 4,Sports,2015,9,7.6594521,7.6635379,7.0252088,33,9,93.0,Q3
Pro Evolution Soccer 2017,9.5,Amazing,PlayStation 4,Sports,2016,9,7.5734513,7.6635379,7.0252088,33,9,93.0,Q3
Pro Evolution Soccer 2017,9.5,Amazing,Xbox One,Sports,2016,9,7.5734513,7.6557692,7.0252088,55,9,93.0,Q3
Project Gotham Racing 2,9.5,Amazing,Xbox,Racing,2003,11,7.1982456,7.2056029,6.7306189,53,9,80.0,Q4
Pushmo,9.5,Amazing,Nintendo 3DS,Puzzle,2011,12,7.0503262,7.3191111,7.0831186,23,9,68.0,Q4
Rayman Legends,9.5,Amazing,Xbox 360,Platformer,2013,8,7.4604885,7.1053342,7.1865128,54,9,63.0,Q3
Rayman Legends,9.5,Amazing,PlayStation 4,Platformer,2013,8,7.4604885,7.6635379,7.1865128,33,9,63.0,Q3
Rayman Legends,9.5,Amazing,PlayStation 3,Platformer,2013,8,7.4604885,7.1891593,7.1865128,32,9,63.0,Q3
Rayman Legends,9.5,Amazing,Xbox One,Platformer,2013,8,7.4604885,7.6557692,7.1865128,55,9,63.0,Q3
Rayman Legends,9.5,Amazing,Wii U,Platformer,2013,8,7.4604885,7.4657895,7.1865128,47,9,63.0,Q3
Rayman Legends,9.5,Amazing,PC,Platformer,2013,8,7.4604885,7.1473591,7.1865128,29,9,63.0,Q3
Rayman Origins,9.5,Amazing,Wii,Platformer,2011,11,7.0503262,6.2992679,7.1865128,46,9,63.0,Q4
Rayman Origins,9.5,Amazing,PlayStation 3,Platformer,2011,11,7.0503262,7.1891593,7.1865128,32,9,63.0,Q4
Rayman Origins,9.5,Amazing,Xbox 360,Platformer,2011,11,7.0503262,7.1053342,7.1865128,54,9,63.0,Q4
Rayman Origins,9.5,Amazing,PC,Platformer,2012,3,7.4183267,7.1473591,7.1865128,29,9,63.0,Q1
Resident Evil 4,9.5,Amazing,PlayStation 2,"Action, Adventure",2005,10,7.2224265,6.866548,7.3718954,31,9,1.0,Q4
Resident Evil 4: Premium Edition,9.5,Amazing,PlayStation 2,Action,2005,11,7.2224265,6.866548,6.626679,31,9,0.0,Q4
Resistance 2,9.5,Amazing,PlayStation 3,Shooter,2008,10,6.4481462,7.1891593,7.1278882,32,9,86.0,Q4
Resistance 2 (Collector's Edition),9.5,Amazing,PlayStation 3,Shooter,2008,10,6.4481462,7.1891593,7.1278882,32,9,86.0,Q4
Rolando,9.5,Amazing,iPhone,Puzzle,2008,12,6.4481462,7.2880048,7.0831186,57,9,68.0,Q4
SSX 3,9.5,Amazing,PlayStation 2,Sports,2003,10,7.1982456,6.866548,7.0252088,31,9,93.0,Q4
Samba de Amigo,9.5,Amazing,Dreamcast,Music,2000,10,6.6935885,7.3702797,6.8940701,6,9,51.0,Q4
Sid Meier's Alpha Centauri,9.5,Amazing,PC,Strategy,1999,2,6.9834839,7.1473591,7.2460317,29,9,104.0,Q1
Sky Force,9.5,Amazing,Wireless,Shooter,2004,2,7.1707121,7.1773626,7.1278882,50,9,86.0,Q1
Space Station Silicon Valley,9.5,Amazing,Nintendo 64,Platformer,1998,10,6.9306785,6.9764901,7.1865128,24,9,63.0,Q4
Star Wars Knights of the Old Republic,9.5,Amazing,Xbox,RPG,2003,7,7.1982456,7.2056029,7.5714286,53,9,75.0,Q3
StarCraft,9.5,Amazing,PC,Strategy,2000,6,6.6935885,7.1473591,7.2460317,29,9,104.0,Q2
SteamWorld Dig,9.5,Amazing,PlayStation 4,Platformer,2013,9,7.4604885,7.6635379,7.1865128,33,9,63.0,Q3
SteamWorld Dig,9.5,Amazing,PlayStation Vita,Platformer,2013,9,7.4604885,7.3948387,7.1865128,35,9,63.0,Q3
SteamWorld Dig,9.5,Amazing,Nintendo 3DS,Platformer,2013,9,7.4604885,7.3191111,7.1865128,23,9,63.0,Q3
SteamWorld Dig,9.5,Amazing,PC,Platformer,2013,9,7.4604885,7.1473591,7.1865128,29,9,63.0,Q3
Street Fighter Alpha 3,9.5,Amazing,Dreamcast,Fighting,2000,5,6.6935885,7.3702797,7.0581353,6,9,37.0,Q2
Super Mario 3D Land,9.5,Amazing,Nintendo 3DS,Platformer,2011,11,7.0503262,7.3191111,7.1865128,23,9,63.0,Q4
Super Mario Advance 4: Super Mario Bros. 3,9.5,Amazing,Game Boy Advance,Platformer,2003,10,7.1982456,6.6266453,7.1865128,9,9,63.0,Q4
Super Mario Bros. 3,9.5,Amazing,Wii,Platformer,2007,11,6.6325466,6.2992679,7.1865128,46,9,63.0,Q4
Super Mario RPG: Legend of the Seven Stars,9.5,Amazing,Wii,RPG,2008,9,6.4481462,6.2992679,7.5714286,46,9,75.0,Q3
Super Metroid,9.5,Amazing,Wii,"Action, Adventure",2007,8,6.6325466,6.2992679,7.3718954,46,9,1.0,Q3
Super Smash Bros. Brawl,9.5,Amazing,Wii,Fighting,2008,3,6.4481462,6.2992679,7.0581353,46,9,37.0,Q1
Super Stardust Delta,9.5,Amazing,PlayStation Vita,Shooter,2012,2,7.4183267,7.3948387,7.1278882,35,9,86.0,Q1
Superbrothers: Sword & Sworcery EP,9.5,Amazing,iPad,Adventure,2011,3,7.0503262,7.6727273,6.8648511,56,9,10.0,Q1
Superbrothers: Sword & Sworcery EP,9.5,Amazing,iPhone,Adventure,2011,4,7.0503262,7.2880048,6.8648511,57,9,10.0,Q2
Syphon Filter,9.5,Amazing,PlayStation,Action,1999,2,6.9834839,6.582458,6.626679,30,9,0.0,Q1
Syphon Filter: Logan's Shadow,9.5,Amazing,PlayStation Portable,Shooter,2007,10,6.6325466,6.7484992,7.1278882,34,9,86.0,Q4
The Elder Scrolls V: Skyrim,9.5,Amazing,PlayStation 3,RPG,2011,11,7.0503262,7.1891593,7.5714286,32,9,75.0,Q4
The Elder Scrolls V: Skyrim,9.5,Amazing,Xbox 360,RPG,2011,11,7.0503262,7.1053342,7.5714286,54,9,75.0,Q4
The Elder Scrolls V: Skyrim,9.5,Amazing,PC,RPG,2011,11,7.0503262,7.1473591,7.5714286,29,9,75.0,Q4
The Legend of Zelda: A Link to the Past,9.5,Amazing,Wii,"Action, Adventure",2007,1,6.6325466,6.2992679,7.3718954,46,9,1.0,Q1
The Legend of Zelda: Link's Awakening DX,9.5,Amazing,Nintendo 3DS,"Action, Adventure",2011,6,7.0503262,7.3191111,7.3718954,23,9,1.0,Q2
The Legend of Zelda: Majora's Mask,9.5,Amazing,Wii,"Action, Adventure",2009,5,6.8403675,6.2992679,7.3718954,46,9,1.0,Q2
The Legend of Zelda: Ocarina of Time 3D,9.5,Amazing,Nintendo 3DS,"Action, Adventure",2011,6,7.0503262,7.3191111,7.3718954,23,9,1.0,Q2
The Legend of Zelda: Twilight Princess,9.5,Amazing,Wii,"Action, Adventure",2006,11,6.7328642,6.2992679,7.3718954,46,9,1.0,Q4
The Legend of Zelda: Twilight Princess,9.5,Amazing,GameCube,"Action, Adventure",2006,12,6.7328642,7.0424361,7.3718954,12,9,1.0,Q4
The Lord of the Rings: The Return of the King,9.5,Amazing,Wireless,Action,2003,12,7.1982456,7.1773626,6.626679,50,9,0.0,Q4
The Orange Box,9.5,Amazing,PC,"Compilation, Compilation",2007,10,6.6325466,7.1473591,9.5,29,9,27.0,Q4
The Orange Box,9.5,Amazing,Xbox 360,Compilation,2007,10,6.6325466,7.1053342,7.1,54,9,26.0,Q4
The Sims,9.5,Amazing,PC,Simulation,2000,2,6.6935885,7.1473591,6.8589065,29,9,91.0,Q1
The Sims (Deluxe Edition),9.5,Amazing,PC,Simulation,2002,11,6.9785256,7.1473591,6.8589065,29,9,91.0,Q4
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,Xbox 360,Adventure,2014,3,7.4675978,7.1053342,6.8648511,54,9,10.0,Q1
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,iPhone,Adventure,2014,3,7.4675978,7.2880048,6.8648511,57,9,10.0,Q1
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,PC,Adventure,2014,3,7.4675978,7.1473591,6.8648511,29,9,10.0,Q1
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,PlayStation Vita,Adventure,2014,3,7.4675978,7.3948387,6.8648511,35,9,10.0,Q1
The Walking Dead: Season Two -- Episode 2: A House Divided,9.5,Amazing,PlayStation 3,Adventure,2014,3,7.4675978,7.1891593,6.8648511,32,9,10.0,Q1
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,PlayStation Vita,Adventure,2014,8,7.4675978,7.3948387,6.8648511,35,9,10.0,Q3
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,iPhone,Adventure,2014,8,7.4675978,7.2880048,6.8648511,57,9,10.0,Q3
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,PlayStation 3,Adventure,2014,8,7.4675978,7.1891593,6.8648511,32,9,10.0,Q3
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,Xbox 360,Adventure,2014,8,7.4675978,7.1053342,6.8648511,54,9,10.0,Q3
The Walking Dead: Season Two -- Episode 5: No Going Back,9.5,Amazing,PC,Adventure,2014,8,7.4675978,7.1473591,6.8648511,29,9,10.0,Q3
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,PC,Adventure,2012,11,7.4183267,7.1473591,6.8648511,29,9,10.0,Q4
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,iPad,Adventure,2012,11,7.4183267,7.6727273,6.8648511,56,9,10.0,Q4
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,Macintosh,Adventure,2012,11,7.4183267,8.1209877,6.8648511,16,9,10.0,Q4
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,PlayStation 3,Adventure,2012,11,7.4183267,7.1891593,6.8648511,32,9,10.0,Q4
The Walking Dead: The Game -- Episode 5: No Time Left,9.5,Amazing,Xbox 360,Adventure,2012,11,7.4183267,7.1053342,6.8648511,54,9,10.0,Q4
The World Ends with You: Solo Remix,9.5,Amazing,iPad,RPG,2012,8,7.4183267,7.6727273,7.5714286,56,9,75.0,Q3
The World Ends with You: Solo Remix,9.5,Amazing,iPhone,RPG,2012,8,7.4183267,7.2880048,7.5714286,57,9,75.0,Q3
Tom Clancy's Rainbow Six 3,9.5,Amazing,Wireless,Strategy,2004,7,7.1707121,7.1773626,7.2460317,50,9,104.0,Q3
Tom Clancy's Splinter Cell Pandora Tomorrow,9.5,Amazing,PC,"Action, Adventure",2004,3,7.1707121,7.1473591,7.3718954,29,9,1.0,Q1
Tom Clancy's Splinter Cell Pandora Tomorrow,9.5,Amazing,Xbox,"Action, Adventure",2004,3,7.1707121,7.2056029,7.3718954,53,9,1.0,Q1
Tom Clancy's Splinter Cell Pandora Tomorrow,9.5,Amazing,Wireless,Action,2004,4,7.1707121,7.1773626,6.626679,50,9,0.0,Q2
Tony Hawk's Pro Skater 2,9.5,Amazing,Game Boy Advance,Sports,2001,6,7.1204942,6.6266453,7.0252088,9,9,93.0,Q2
Tony Hawk's Pro Skater 3,9.5,Amazing,Xbox,Sports,2002,3,6.9785256,7.2056029,7.0252088,53,9,93.0,Q1
Tony Hawk's Underground,9.5,Amazing,Game Boy Advance,Sports,2003,10,7.1982456,6.6266453,7.0252088,9,9,93.0,Q4
Tony Hawk's Underground,9.5,Amazing,PlayStation 2,Sports,2003,10,7.1982456,6.866548,7.0252088,31,9,93.0,Q4
Ultimate Card Games,9.5,Amazing,Game Boy Advance,Card,2004,5,7.1707121,6.6266453,6.7074074,9,9,21.0,Q2
Uncharted 2: Among Thieves,9.5,Amazing,PlayStation 3,"Action, Adventure",2009,9,6.8403675,7.1891593,7.3718954,32,9,1.0,Q3
Viewtiful Joe,9.5,Amazing,GameCube,"Fighting, Action",2003,10,7.1982456,7.0424361,6.7012987,12,9,38.0,Q4
Virtua Fighter 4: Evolution,9.5,Amazing,PlayStation 2,Fighting,2003,8,7.1982456,6.866548,7.0581353,31,9,37.0,Q3
Wario Ware Twisted!,9.5,Amazing,Game Boy Advance,Action,2005,5,7.2224265,6.6266453,6.626679,9,9,0.0,Q2
World of Goo,9.5,Amazing,Wii,Puzzle,2008,10,6.4481462,6.2992679,7.0831186,46,9,68.0,Q4
World of Goo,9.5,Amazing,iPad,Puzzle,2010,12,6.9328687,7.6727273,7.0831186,56,9,68.0,Q4
World of Goo,9.5,Amazing,iPhone,Puzzle,2011,4,7.0503262,7.2880048,7.0831186,57,9,68.0,Q2
Xenogears,9.5,Amazing,PlayStation,RPG,1998,10,6.9306785,6.582458,7.5714286,30,9,75.0,Q4
Zen Bound,9.5,Amazing,iPhone,Puzzle,2009,2,6.8403675,7.2880048,7.0831186,57,9,68.0,Q1
Zero Escape: Virtue's Last Reward,9.5,Amazing,Nintendo 3DS,Adventure,2012,10,7.4183267,7.3191111,6.8648511,23,9,10.0,Q4
Zero Escape: Virtue's Last Reward,9.5,Amazing,PlayStation Vita,Adventure,2012,10,7.4183267,7.3948387,6.8648511,35,9,10.0,Q4
Aggressive Inline,9.4,Amazing,PlayStation 2,Sports,2002,5,6.9785256,6.866548,7.0252088,31,9,93.0,Q2
American McGee's Alice,9.4,Amazing,PC,Action,2000,12,6.6935885,7.1473591,6.626679,29,9,0.0,Q4
Baldur's Gate,9.4,Amazing,PC,RPG,1999,1,6.9834839,7.1473591,7.5714286,29,9,75.0,Q1
Baldur's Gate II: Shadows of Amn,9.4,Amazing,PC,RPG,2000,10,6.6935885,7.1473591,7.5714286,29,9,75.0,Q4
Baldur's Gate: Dark Alliance,9.4,Amazing,PlayStation 2,"Action, RPG",2001,12,7.1204942,6.866548,7.4648485,31,9,6.0,Q4
Banjo-Tooie,9.4,Amazing,Nintendo 64,Platformer,2000,11,6.6935885,6.9764901,7.1865128,24,9,63.0,Q4
BioShock,9.4,Amazing,PlayStation 3,Shooter,2008,10,6.4481462,7.1891593,7.1278882,32,9,86.0,Q4
BioShock Infinite,9.4,Amazing,Xbox 360,Shooter,2013,3,7.4604885,7.1053342,7.1278882,54,9,86.0,Q1
BioShock Infinite,9.4,Amazing,PlayStation 3,Shooter,2013,3,7.4604885,7.1891593,7.1278882,32,9,86.0,Q1
Bionic Commando Rearmed,9.4,Amazing,Xbox 360,Platformer,2008,8,6.4481462,7.1053342,7.1865128,54,9,63.0,Q3
Bionic Commando Rearmed,9.4,Amazing,PlayStation 3,Platformer,2008,8,6.4481462,7.1891593,7.1865128,32,9,63.0,Q3
BlazBlue: Calamity Trigger,9.4,Amazing,Xbox 360,Fighting,2009,6,6.8403675,7.1053342,7.0581353,54,9,37.0,Q2
BlazBlue: Calamity Trigger,9.4,Amazing,PlayStation 3,Fighting,2009,6,6.8403675,7.1891593,7.0581353,32,9,37.0,Q2
BlazBlue: Calamity Trigger (Limited Edition),9.4,Amazing,PlayStation 3,Fighting,2009,6,6.8403675,7.1891593,7.0581353,32,9,37.0,Q2
BlazBlue: Calamity Trigger (Limited Edition),9.4,Amazing,Xbox 360,Fighting,2009,6,6.8403675,7.1053342,7.0581353,54,9,37.0,Q2
Burnout 3: Takedown,9.4,Amazing,PlayStation 2,Racing,2004,9,7.1707121,6.866548,6.7306189,31,9,80.0,Q3
Call of Duty 4: Modern Warfare,9.4,Amazing,PC,Shooter,2007,11,6.6325466,7.1473591,7.1278882,29,9,86.0,Q4
Call of Duty 4: Modern Warfare,9.4,Amazing,Xbox 360,Shooter,2007,11,6.6325466,7.1053342,7.1278882,54,9,86.0,Q4
Call of Duty 4: Modern Warfare,9.4,Amazing,PlayStation 3,Shooter,2007,11,6.6325466,7.1891593,7.1278882,32,9,86.0,Q4
Call of Duty 4: Modern Warfare (Limited Collector's Edition),9.4,Amazing,Xbox 360,Shooter,2007,11,6.6325466,7.1053342,7.1278882,54,9,86.0,Q4
